Cumulative_Index,Post_ID,Timestamp,Platform,Label,Sub_label,URL,Caption_Snippet,Creation_Date,Edition,Primary_Color,Secondary_Color
188,,2026-07-30T20:05:00-04:00,FACEBOOK,Intergalactic Dispatch,Party Lines vs. Timelines,https://www.facebook.com/stone.laraway/posts/pfbid0jXEUZPePFtB3uRHcCTP4zW7ssEnMPt5NnwBRtUsJWyjiWm9Atq3DDLTmxS1JP31Dl,"2026-07-30T20:05:00-04:00  Label: Intergalactic Dispatch  Sub-label: Party Lines vs. Timelines  Words by: J. Stone Laraway II, revision by MetaAI   Quote: “WHO STARTED THE KKK? THAT WAS THE DEMOCRATS. WHO WAS THE PARTY OF SLAVERY? WHO WAS THE PARTY OF JIM CROW AND SEGREGATION? WHO OPPOSED THE CIVIL ",2026-07-30 17:10:17,Old Glory Edition,#0A3161,#B31942
189,,2026-07-30T20:05:00-04:00,FACEBOOK,Intergalactic Dispatch,Party Lines vs. Timelines,https://www.facebook.com/stone.laraway/posts/pfbid021wmDwpoafBbFQfUVjBeLc36nk3fT5a4QVvwFGtkACsmLRNiH1gBoJ4bX6YCY4KNSl,"2026-07-30T20:05:00-04:00  Label: Intergalactic Dispatch  Sub-label: Party Lines vs. Timelines  Words by: J. Stone Laraway II, revision by MetaAI   Quote: “WHO STARTED THE KKK? THAT WAS THE DEMOCRATS. WHO WAS THE PARTY OF SLAVERY? WHO WAS THE PARTY OF JIM CROW AND SEGREGATION? WHO OPPOSED THE CIVIL ",2026-07-30 17:08:52,Old Glory Edition,#0A3161,#B31942
190,,2026-07-30T20:05:00-04:00,FACEBOOK,Intergalactic Dispatch,"Red Placard, Zero Data",https://www.facebook.com/stone.laraway/posts/pfbid0ZWzwicjnq7brZxShfjQZurx9iLiKfPsPWjB66mw4GbsSiJoo7kvjT13LhSk3C1qnl,"2026-07-30T20:05:00-04:00  Label: Intergalactic Dispatch  Sub-label: Red Placard, Zero Data  Words by: J. Stone Laraway II, revision by MetaAI   Quote: “oh nothing, just thankful Kamala isn't our President.” — Republicans, Verified Facebook Page, 30 July 2026   How it relates to Lincoln Republican: ",2026-07-30 17:03:15,Old Glory Edition,#0A3161,#B31942
191,,2026-07-30T23:12:00-04:00,FACEBOOK,Intergalactic Dispatch,Force // Free Speech // Truth,https://www.facebook.com/stone.laraway/posts/pfbid0TxHQ6VrffBLGwgjKx73K8PTpcYKBQDJpQaAzptMckTftS8Ue8gUaU1tAUWfwgeDql,"2026-07-30T23:12:00-04:00   Label: Intergalactic Dispatch   Sub-label: Force // Free Speech // Truth    Words by Cassian Andor, revision by MetaAI    Quote:   > ""Rebellions are built on hope.""   > — Jyn Erso, Rogue One    > ""Fashion is not frivolous. It is part of being alive.""   > — Bettina Ballard",2026-07-30 00:42:16,Old Glory Edition,#0A3161,#B31942
192,,2026-07-30T23:55:00-04:00,FACEBOOK,Intergalactic Dispatch,Truth // Free Speech // Double Standards,https://www.facebook.com/stone.laraway/posts/pfbid0ysrHdJ73JhegqahkJD9kVtYj9pNdHC7iE3n38noVhbPcyniPKCrgWt9gNSZzkqMkl,"2026-07-30T23:55:00-04:00   Label: Intergalactic Dispatch   Sub-label: Truth // Free Speech // Double Standards    Words by Cassian Andor, revision by MetaAI    Quote:   > ""The choice is no longer between two parties; it's between freedom and communism.""   > — Nancy Mace, Facebook, 36m    > ""A lie c",2026-07-30 04:43:17,Old Glory Edition,#0A3161,#B31942
193,,2026-07-31T00:18:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02Q9tx8HuJmzfCfCaJF2Qg3xkDmdu7b9pLHpNgTx1ohHLax2ftX91GyARJXeB4e3mul,"2026-07-31T00:18:00-04:00 - Party Politics - Collective Guilt - Words by J. Stone Laraway II, revision by MetaAI  “ARI FLEISCHER: ‘Too many in the modern Democratic Party hate America… she expresses open disdain for America, she says she washes her hands on the American flag’”  The official Republic",2026-07-29 21:33:03,Old Glory Edition,#0A3161,#B31942
194,,2026-07-31T00:41:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02cENSsSQsBPF8UQC9gdkbmBfysW2N7RHBQW6LHcYF2NZFqFRikHhMLguj9jjBrtyrl,"2026-07-31T00:41:00-04:00 - Civic Engagement - Public Apathy - Words by J. Stone Laraway II, revision by MetaAI  “Why are most American people still sleeping behind the wheel?”  The forest was asked to vote for the ax. The ax said, “I’m made of wood, just like you.” The trees believed it. They forgo",2026-07-29 21:47:06,Old Glory Edition,#0A3161,#B31942
195,,2026-07-31T01:05:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0J6TbjL4iiXzW7BAGKUmE82XM2pvpNy39ERbJMshKHxVUdwTbJ9Kz66S52isQv9FVl,"2026-07-31T01:05:00-04:00 - Civic Identity - Lincoln Republican - Words by J. Stone Laraway II, revision by MetaAI  “I chose the purple pill. Not the red pill. Not the blue pill. The purple pill.”  I could watch TV, drink wine, bet on sports, or play fantasy football to forget about politics. That w",2026-07-29 22:15:23,Old Glory Edition,#0A3161,#B31942
196,,2026-07-31T07:59:00-04:00,FACEBOOK,Intergalactic Dispatch,Truth // Conflation // Bandwagon,https://www.facebook.com/stone.laraway/posts/pfbid02VdNRwSv9YhzQfmvRJXA2NdXMTBWJD1L49FZtuoqLmadBYmKm8h8geD45NTnE9Canl,"2026-07-31T07:59:00-04:00   Label: Intergalactic Dispatch   Sub-label: Truth // Conflation // Bandwagon    Words by Cassian Andor, revision by MetaAI    Quote:   > ""Dependence is the point. 'Socialism does not want individual economic empowerment and independence; it wants economic enslavement and d",2026-07-30 05:09:57,Old Glory Edition,#0A3161,#B31942
197,,2026-07-31T10:21:00-04:00,FACEBOOK,Intergalactic Dispatch,Truth // Propaganda // Six-Alarm,https://www.facebook.com/stone.laraway/posts/pfbid0377SCKxY6Wi3wwJYkPgCSjJWdypoAoMe2pu6kiD58NVuMSXm5XMH6h1zyd6YVcwjkl,"2026-07-31T10:21:00-04:00   Label: Intergalactic Dispatch   Sub-label: Truth // Propaganda // Six-Alarm    Words by James Gordon, revision by MetaAI    Quote:   > ""I’m a Lincoln Republican and what House Speaker Mike Johnson discusses without citations/sourcing vetted evidence e.g., Pew Research Cen",2026-07-30 13:15:47,Old Glory Edition,#0A3161,#B31942
198,,2026-07-31T23:08:00-04:00,FACEBOOK,Intergalactic Dispatch,"The Return of the King, or Two Towers with One Eye",https://www.facebook.com/stone.laraway/posts/pfbid0hsTNQR6wEfxwhiKFYgCvtEmSE24jgrUCmkQgGcdM5PtTD1jrLWc5VP9tEn2aRJaXl,"2026-07-31T23:08:00-04:00  Label: Intergalactic Dispatch  Sub-label: The Return of the King, or Two Towers with One Eye  Words by: J. Stone Laraway II, revision by MetaAI   Quote: “Notice the collective disdain from the established Democrats and Trump lead GOP. Same narrative.” — User Context, 31 Ju",2026-07-30 19:16:23,Old Glory Edition,#0A3161,#B31942
199,,2026-08-01T08:20:00-04:00,FACEBOOK,"Language, Blame, Union",Stop Lumping All Republicans Together,https://www.facebook.com/stone.laraway/posts/pfbid031ou8MFCkDx9r1k8jXULgeQXB1nUwaznaQHPU52UJ9zLQAHqNVmi1dmJJePiqx2oRl,"2026-08-01T08:20:00-04:00  Label: Language, Blame, Union  Sub-label: Stop Lumping All Republicans Together  Words by J. Stone Laraway II, revision by MetaAI  Quote:  Name the thing. Name the person. Not the whole group.  How it relates to Lincoln Republican:  Lincoln was a Republican. He freed slave",2026-08-01 04:37:52,Old Glory Edition,#0A3161,#B31942
200,,2026-08-01T10:05:00-04:00,FACEBOOK,"Speech, Logic, Framing",Reply to Rep. Nancy Mace — Wrong Question,https://www.facebook.com/stone.laraway/posts/pfbid0tDZiv5NWdU8WHqEFCmkmQN3DhXvtEJfrNwEPXovH8GHrDhR3p5oD2GJB2t8TUYLkl,"2026-08-01T10:05:00-04:00  Label: Speech, Logic, Framing  Sub-label: Reply to Rep. Nancy Mace — Wrong Question  Words by J. Stone Laraway II, revision by MetaAI  Quote:  A question that starts with a lie cannot find the truth.  How it relates to Lincoln Republican:  Lincoln said “You cannot escape t",2026-08-01 09:19:24,Old Glory Edition,#0A3161,#B31942
201,,2026-08-01T22:31:00-04:00,FACEBOOK,"Speech, Law, Citizenship",McGill Media — Rep. Nancy Mace — Bill to Bar Foreign-Born from Office,https://www.facebook.com/stone.laraway/posts/pfbid02eCPK5niUZDvmQ1JWdGi88ac8HNxkroBPjUHVoq3Aafr1WYv8gdHDJXaMXcZvuFK6l,"2026-08-01T22:31:00-04:00  Label: Speech, Law, Citizenship  Sub-label: McGill Media — Rep. Nancy Mace — Bill to Bar Foreign-Born from Office  Words by J. Stone Laraway II, revision by MetaAI  Quote:  A law that changes who can run changes who can be heard.  How it relates to Lincoln Republican:  Lin",2026-08-01 19:41:46,Old Glory Edition,#0A3161,#B31942
202,,2026-08-02T01:45:00-04:00,FACEBOOK,"Memory, Politics, Path","Aug 2, 2024 Post — “The Fork in the Road” TRUST",https://www.facebook.com/stone.laraway/posts/pfbid0epkgTjagyd1arrz43U6Qoy6gusTt6Bm7R55CJ4xK7DRFqLcDgKQx2e9MyCfA5w3Zl,"Logged. New thread. Exhibit A. Facebook Memory surfaced on time.  ---  2026-08-02T01:45:00-04:00  Label: Memory, Politics, Path  Sub-label: Aug 2, 2024 Post — “The Fork in the Road” TRUST  Words by J. Stone Laraway II, revision by MetaAI  Quote:  …there's still time to change the road you're on…  Wh",2026-08-01 22:51:29,Old Glory Edition,#0A3161,#B31942
203,,2026-08-03T11:35:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid02CsqWWWo4mdedx8FvbE3MSUET7rLJC5D3KT3iYJMiWFeNgE6UcC2UTWuLACF9TMTVl,"2026-08-03T11:35:00-04:00   Political Square, Meta Platforms   Do the Work, Not Just the Post   Words by J. Stone Laraway II, revision by MetaAI   > ""Nancy, that’s not how laws get made. If you want this to happen, you have to write a bill, bring it to the House floor, debate it, and hold a vote.""  ",2026-08-03 11:56:55,Old Glory Edition,#0A3161,#B31942
204,,2026-08-03T16:54:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0idMiHtWLSbMv6ZjeemwYPtG79b5AqQGCmzH7nhmhFAvcYdVXSK3esYdE6WrZ8qudl,"2026-08-03T16:54:00-04:00   Constitution Hall, Your City   One Nation, Indivisible   Words by J. Stone Laraway II, revision by MetaAI    > ""Nancy, the Pledge of Allegiance used to say ‘one nation indivisible.’ The words ‘under God’ were not added until June 14, 1954. That is when President Dwight D.",2026-08-03 14:08:49,Old Glory Edition,#0A3161,#B31942
205,,2026-08-03T18:20:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0YksudWBjvkzg9W1Fz9dm2CFtiMiAVagLBcqJ9BG4aRtows764m5UK23ehWT8qVZbl,"2026-08-03T18:20:00-04:00   Public Square, Your City   Make No Mistake   Words by J. Stone Laraway II, revision by MetaAI    > ""Make no mistake. That is what every politician says, right or left. This claim about ID for groceries vs voting is not communism. Repeating the same talking points and hopi",2026-08-03 15:24:29,Old Glory Edition,#0A3161,#B31942
206,,2026-08-04 02:44:11,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid021Gzb3ssb63xJo27vroyAXcuDS9Y11EUrFdyLhH7eEvPtv2bHib3nhDr71Mh5ZxKXl,"Hypothesis: Facebook’s “spam” filter is content-based, not format-based.    Test 1-14: Structured posts with sources = blocked.    Test 15: Plain opinion with no sources = blocked.    Control: Pro-Palestine “Ouch!” comment = allowed, 12 likes.    Result: The only variable that stays constant across ",2026-08-04 02:44:11,Old Glory Edition,#0A3161,#B31942
207,,2026-08-04T09:15:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0VeuCCk2FpK9w7Y5XBV14vkx7B9yNwezZLLCPYbMr5rWwU6NX9GzV18cgQ4egQ3bnl,"2026-08-04T09:15:00-04:00   Public Square, Your City   Dates, Not Labels   Words by J. Stone Laraway II   > ""Parties changed. Dates didn’t. Check the record.""    Definition: Party Switch — The period from 1860s–1960s when voter bases moved between parties.   Correlation — 1865: Republicans passed 13",2026-08-03 18:15:40,Old Glory Edition,#0A3161,#B31942
208,,2026-08-04T22:20:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid0eW5WZqt8P9zDvdcKgsVWh35Ukntb4gnTWuQbXjZa8sFWqw2qGXgWPC3QjsCh4uN5l,"Logged. Post_ID 23. Reply to Nashville Tea Party. Testing: cited historical context vs AI meme.  ---  2026-08-04T22:20:00-04:00   Public Square, Facebook Reply Thread   Romneycare Existed First   Words by J. Stone Laraway II   > ""If it was Communism in 2010, it was Communism in 2006.""  Definition: R",2026-08-04 09:08:42,Old Glory Edition,#0A3161,#B31942
209,,2026-08-04T22:45:00-04:00,FACEBOOK,,,https://www.facebook.com/stone.laraway/posts/pfbid024aSR79vWWzGAuT5mUFvNHG5cT7fro2FgpszeDNRXSj8mp8ADh8pAmV8GNi6gyN1El,"Logged. Post_ID 30. Reply to Rep. Nancy Mace. 2026-08-04T22:45:00-04:00   Public Square, Facebook Reply Thread   Actions > Words   Words by J. Stone Laraway II   > ""But allegedly you did, Nancy. Actions speak louder than your words.""  Definition: Allegedly — Used when citing accusations or public re",2026-08-04 10:38:42,Old Glory Edition,#0A3161,#B31942
210,70,2026-08-05T05:54:00-04:00,Facebook,Celebrity Speech,Expertise vs. Opinion Test,https://www.facebook.com/stone.laraway/posts/pfbid0AAuNKjnByVzLwoP4SLgV73we1h1nLHqTb9Xs6WKHCnnrKsUTmH7B4RJikXpGJoYWl,"Logged. Post_ID 70. Using your specified format.  ---  2026-08-05T05:54:00-04:00   Post_ID: 70   Platform: Facebook   Label: Celebrity Speech   Sub-label: Expertise vs. Opinion Test   Words by J. Stone Laraway II, revision by MetaAI   > ""He’s entitled to his opinions, but he is not a leading expert ",2026-08-04 14:57:15,Old Glory Edition,#0A3161,#B31942
211,74,2026-08-05T06:01:00-04:00,LinkedIn via Facebook Screenshot,Civic Engagement,Systems Reform Test,https://www.facebook.com/stone.laraway/posts/pfbid0291r6NqqJgejpxsoEj6gMY6zAQmawCTo54QnXhmUBK1T9FWhVxUJRA49GN7rvEvTvl,"Logged. Post_ID 74. Using my specified format.  ---  2026-08-05T06:01:00-04:00   Post_ID: 74   Platform: LinkedIn via Facebook Screenshot   Label: Civic Engagement   Sub-label: Systems Reform Test   Words by J. Stone Laraway II, revision by MetaAI   > ""What Can We Do Today? Every generation inherits",2026-08-05 05:13:39,Old Glory Edition,#0A3161,#B31942
212,87,2026-08-05T09:45:00-04:00,Facebook,Political Speech,Comment on 2028 Candidate Post,https://www.facebook.com/stone.laraway/posts/pfbid035EE1XHoU9GfvGsSHm7Rmxq93225gwBB24nJN3qLR6mrrWpS9pbDv6wKbk3HwsK94l,"Logged. Post_ID 87. Using your specified format with your words revised for clarity.  ---  2026-08-05T09:45:00-04:00   Post_ID: 87   Platform: Facebook   Label: Political Speech   Sub-label: Comment on 2028 Candidate Post   Words by J. Stone Laraway II, revision by MetaAI   > ""No, I would not, and h",2026-08-05 06:25:30,Old Glory Edition,#0A3161,#B31942
213,89,2026-08-05T09:55:00-04:00,Facebook,Political Speech,Question Framing + Reply Analysis,https://www.facebook.com/stone.laraway/posts/pfbid02YeDTovFKsDo4hS46Xj6Fcubi2WcFB1ixAvS6DLhRMXxgiF9DS1PEH9dnA96bvYkZl,"Logged. Post_ID 89. Using your specified format with your words included.  ---  2026-08-05T09:55:00-04:00   Post_ID: 89   Platform: Facebook   Label: Political Speech   Sub-label: Question Framing + Reply Analysis   Words by J. Stone Laraway II, revision by MetaAI   > ""This is how you ask a question",2026-08-05 06:38:11,Old Glory Edition,#0A3161,#B31942
214,95,2026-08-05T10:20:00-04:00,Facebook,Platform Behavior,Comment Survival Test Update,https://www.facebook.com/stone.laraway/posts/pfbid0vTdjqTG6KJDiR6MYkerCVdoGSBuxkCY1VBViPoHNH4pKKBE18vYsu4VdJDWtBhbBl,"Logged. Post_ID 95. Status update on comment visibility.  ---  2026-08-05T10:20:00-04:00   Post_ID: 95   Platform: Facebook   Label: Platform Behavior   Sub-label: Comment Survival Test Update   Words by J. Stone Laraway II, revision by MetaAI   > ""No blocks to date thus far on any of the comments I",2026-08-05 06:56:19,Old Glory Edition,#0A3161,#B31942
215,98,2026-08-05T10:34:00-04:00,Facebook,Political Speech + Standards,Conditional Support + Lincoln Principle + Representation + Campaign Finance,https://www.facebook.com/stone.laraway/posts/pfbid0pQXMZ7RmSyCoge2MMfz1jNFfuGTdAurzLg5a5kDFCqYEYm3tjrauxhKT2ikHBerhl,Updated. Post_ID 98 revised with your additional lines. Using your specified format.  ---  2026-08-05T10:34:00-04:00   Post_ID: 98   Platform: Facebook   Label: Political Speech + Standards   Sub-label: Conditional Support + Lincoln Principle + Representation + Campaign Finance   Words by J. Stone L,2026-08-05 07:24:02,Old Glory Edition,#0A3161,#B31942
216,100,2026-08-05T11:17:00-04:00,Facebook,Political Speech + Media,Conduct Standard + Framing Analysis,https://www.facebook.com/stone.laraway/posts/pfbid03ofTdHP5KN1VwXGsCZkNuCffwBfe5zmhj1xMoVxX5rLQAhvbi6ah9poKNMK6NHbRl,"2026-08-05T11:17:00-04:00   Post_ID: 100   Platform: Facebook   Label: Political Speech + Media   Sub-label: Conduct Standard + Framing Analysis   Words by J. Stone Laraway II, revision by MetaAI   > ""Actions speak louder than words. If I didn’t know any better, this post is attempting to use revers",2026-08-05 08:20:30,Old Glory Edition,#0A3161,#B31942
217,110,2026-08-05T13:08:00-04:00,Facebook,Political Quote + Economic Systems,Reagan on Socialism + Victims of Communism Memorial Foundation,https://www.facebook.com/stone.laraway/posts/pfbid02BRkBkTebvhoMR7mNWMEBLEZjRJJpxA13s2yRfSUj8wAmDe71QRNQWbzZXPdRgSCvl,"Logged. Post_ID 110. Reagan quote on socialism from ""Victims of Communism"" page, using your specified format.  ---  2026-08-05T13:08:00-04:00   Post_ID: 110   Platform: Facebook   Label: Political Quote + Economic Systems   Sub-label: Reagan on Socialism + Victims of Communism Memorial Foundation   ",2026-08-05 11:14:13,Old Glory Edition,#0A3161,#B31942
218,113,2026-08-05T13:35:00-04:00,Facebook,Political Speech + Accusation,Congresswoman Nancy Mace Post + Loaded Question + Ignored Recommendations,https://www.facebook.com/stone.laraway/posts/pfbid0hgryhzXu2XWeRk9Nrr4HnDAptNekvFFf7W1r8VMq1P6TbDuE6ouyrJNnJ8zPtbeZl,"Logged. Post_ID 113. Nancy Mace post ""Can we stop electing terrorists into office in America?"", using your specified format.  ---  2026-08-05T13:35:00-04:00   Post_ID: 113   Platform: Facebook   Label: Political Speech + Accusation   Sub-label: Congresswoman Nancy Mace Post + Loaded Question + Ignor",2026-08-05 14:10:53,Old Glory Edition,#0A3161,#B31942
219,116-R2,2026-08-05T14:15:00-04:00,Facebook,Comment Thread + Deflection + Party Identity,"Robert Martinez Reply + ""Quote Game"" + Trump Reference + Lincoln Republican Response",https://www.facebook.com/stone.laraway/posts/pfbid02BCe7FNikMrGK8hYahtELyuXGWhqsVbk9Lh81GS27ZDb8z3W8Re4RpQTV2TEqL3ccl,"Robert Martinez  2026-08-05T14:15:00-04:00  Post_ID: 116-R2  Platform: Facebook  Label: Comment Thread + Deflection + Party Identity  Sub-label: Robert Martinez Reply + ""Quote Game"" + Trump Reference + Lincoln Republican Response  Words by J. Stone Laraway II, revision by MetaAI   > Screenshot: Comm",2026-08-05 15:27:38,Old Glory Edition,#0A3161,#B31942
220,118,2026-08-05T14:35:00-04:00,Facebook,Political Speech + Election Reaction,"Stuard M. Derrick Post + Michigan Primary Result + ""Squaddily"" Comment",https://www.facebook.com/stone.laraway/posts/pfbid02A2iF9KGvuzFTHX639m89yzRDfrdPbTgsA4PfRnmKAhirqrzgpivr4TSfm5pzw5jtl,"2026-08-05T14:35:00-04:00  Post_ID: 118  Platform: Facebook  Label: Political Speech + Election Reaction  Sub-label: Stuard M. Derrick Post + Michigan Primary Result + ""Squaddily"" Comment  Words by J. Stone Laraway II, revision by MetaAI   > Screenshot: Post by Stuard M. Derrick, 11h ago, public glo",2026-08-05 21:41:42,Old Glory Edition,#0A3161,#B31942
221,124-R2,2026-08-05T15:35:00-04:00,Facebook,Political Speech + U.S. and Israel,Peter Logue Share + Jon Stewart Interview + John Fetterman Quote + Your Response,https://www.facebook.com/stone.laraway/posts/pfbid0nCy11AFuGsP4tZoQ3dv8N4HvH2pyLp9zEm7ALao6YV8U1fiHbLRM3XNgWxHxkb1Ll,"Revised. Post_ID 124-R2. Cleaned up spelling, grammar, and punctuation. Smoothed the flow. Kept all definitions and Lincoln ties.  ---  2026-08-05T15:35:00-04:00  Post_ID: 124-R2  Platform: Facebook  Label: Political Speech + U.S. and Israel  Sub-label: Peter Logue Share + Jon Stewart Interview + Jo",2026-08-06 04:44:05,Old Glory Edition,#0A3161,#B31942
222,127-R4,2026-08-06T08:18:00-04:00,Threads via C-SPAN,Congressional Hearing + Linking People to Groups,Sen. Ted Cruz + Abdul El-Sayed + Muslim Brotherhood + CAIR + Your Response,https://www.facebook.com/stone.laraway/posts/pfbid02D6ccJE6hPdajzeCo5RFtfhxv3G8n1odugXsq33DxKTb1nNfJVxppQaVCbCUTLby2l,"Updated. Post_ID 127-R4. Added your new ""Me:"" line, kept the tone fair, fixed grammar and flow, and kept it clear for an 8th grade level.  ---  2026-08-06T08:18:00-04:00  Post_ID: 127-R4  Platform: Threads via C-SPAN  Label: Congressional Hearing + Linking People to Groups  Sub-label: Sen. Ted Cruz ",2026-08-06 05:11:38,Old Glory Edition,#0A3161,#B31942
223,127-R5,2026-08-06T08:25:00-04:00,Threads via C-SPAN,Congressional Hearing + Linking People to Groups,Sen. Ted Cruz + Abdul El-Sayed + Muslim Brotherhood + CAIR + Your Response,https://www.facebook.com/stone.laraway/posts/pfbid0HAcr1Qyq2jvvLGFuEnfHL82TGV5hLufAyDJEFpn4QrHmkCyT4V9acqqWLHLE4CQRl,"Updated. Post_ID 127-R5. Added your new ""Me:"" paragraph, kept the tone fair, fixed grammar and flow, and kept it clear for an 8th grade level.  ---  2026-08-06T08:25:00-04:00  Post_ID: 127-R5  Platform: Threads via C-SPAN  Label: Congressional Hearing + Linking People to Groups  Sub-label: Sen. Ted ",2026-08-06 05:23:50,Old Glory Edition,#0A3161,#B31942
224,,2026-09-04T14:51:00-04:00,FACEBOOK,Facebook,Rate limits vs. public figures,https://www.facebook.com/stone.laraway/posts/pfbid02Y9AZz1VGvFgQwY7h3N9Y8YpNWJubZVQZqkBjb3UpPnMAqS1zkiQjfrSRcbm8bTmGl,"2026-09-04T14:51:00-04:00   Words by J. Stone Laraway II, edited by Meta AI  Label: Facebook   Sub-label: Rate limits vs. public figures   Sub-label: Me (TL;DR): No. Spam limits hit regular users first. Politicians like Mace, Johnson, and Trump get a “newsworthiness exemption” that shields most orga",2026-07-02 02:11:59,Old Glory Edition,#0A3161,#B31942
